"Card No","Date","Order No.","ATS client","Request No.","Description","Actual Completion","Estim Completion","Pending days","Status"
"8091","2017-03-15","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 15-03-2017","SOIL ANALYSIS","2017-03-22","","0","Job_Completed"
"8090","2017-03-15","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 15-03-2017","compressive strength of concrete cube","2017-03-15","","0","Job_Completed"
"8089","2017-03-15","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 15-03-2017","compressive strength of concrete cube","2017-03-15","","0","Job_Completed"
"8088","2017-03-14","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 14-03-17","compressive strength of concrete cube","2017-03-14","","0","Job_Completed"
"8087","2017-03-14","HAH-01","HAMAD AL HAMAD","NDT/25889/01","PWHT & UT","2017-03-15","","0","Job_Completed"
"8086","2017-03-14","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5016507/28.02.2017","ET FOR EU2-E-23302A","2017-03-21","","0","invoiced"
"8085","2017-03-14","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5016651/12/03/2017","ET FOR EU2-E-21513","2017-03-29","","0","invoiced"
"8084","2017-03-14","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5016621/08/03/2017","PMI EU2-E-2106A","2017-03-15","","0","invoiced"
"8083","2017-03-14","EQUATE 80000069","EQUATE PETROCHEMICAL COMPANY","WRON5016677/14.03.2017","PMI OLK-TV-250-41","2017-03-22","","0","invoiced"
"8082","2017-03-14","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 14-03-17","compressive strength of concrete cube","2017-03-14","","0","Job_Completed"
"8081","2017-03-14","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 14-03-17","compressive strength of concrete cube","2017-03-14","","0","Job_Completed"
"8080","2017-03-14","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 14-03-2017","compressive strength of concrete cube","2017-03-14","","0","Job_Completed"
"8079","2017-03-14","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 14-03-2017","compressive strength of concrete cube","2017-03-14","","0","Job_Completed"
"8078","2017-03-14","Inco Lab -01","INCO LAB","INCO-LAB Test Request Form","Tensile & Bend test of Rebars","2017-03-15","","0","Job_Completed"
"8077","2017-03-13","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC 29 13-03-2017","compressive strength of concrete cube","2017-03-13","","0","Job_Completed"
"8076","2017-03-13","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 13-03-17","compressive strength of concrete cube","2017-03-13","","0","Job_Completed"
"8075","2017-03-13","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P250 13-03-2017","compressive strength of concrete cube","2017-03-13","","0","Job_Completed"
"8074","2017-03-13","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 13-03-17","compressive strength of concrete cube","2017-03-13","","0","Job_Completed"
"8073","2017-03-13","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 13-03-2017","compressive strength of concrete cube","2017-03-13","","0","Job_Completed"
"8072","2017-03-12","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 12-03-17","WATER  ABSORPTION AND COMPRESSIVE STRENGTH","2017-03-12","","0","Job_Completed"
"8071","2017-03-12","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC29 12-03-17","compressive strength of concrete cube","2017-03-12","","0","Job_Completed"
"8070","2017-03-12","HAH-01","HAMAD AL HAMAD","NDE/25168/02","PWHT","2017-03-07","","0","Job_Completed"
"8069","2017-03-12","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 12-03-2017","compressive strength of concrete cube","2017-03-12","","0","Job_Completed"
"8068","2017-03-12","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 12-03-17","compressive strength of concrete cube","2017-03-12","","0","Job_Completed"
"8067","2017-03-12","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 12-03-17","compressive strength of concrete cube","2017-03-12","","0","Job_Completed"
"8066","2017-03-12","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","dated 20-2-2017","CSC","2017-02-23","","0","Job_Completed"
"8065","2017-03-12","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 12-03-17","compressive strength of concrete cube","2017-03-12","","0","Job_Completed"
"8064","2017-03-11","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 11-03-17","compressive strength of concrete cube","2017-03-11","","0","Job_Completed"
"8063","2017-03-11","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 11-03-2017","compressive strength of concrete cube","2017-03-11","","0","Job_Completed"
"8062","2017-03-11","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 11-03-2017","SOIL CLASS SIEVE ANALYSIS PROCTOR ATTEBERG CB","2017-03-20","","0","Job_Completed"
"8061","2017-03-11","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 11-03-17","compressive strength of concrete cube","2017-03-11","","0","Job_Completed"
"8060","2017-03-11","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 11-03-2017","compressive strength of concrete cube","2017-03-11","","0","Job_Completed"
"8059","2017-03-11","HAH-01","HAMAD AL HAMAD","NDT/25878/01","Packrel Mandrel","2017-03-12","","0","Job_Completed"
"8058","2017-03-11","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 11-03-17","compressive strength of concrete cube","2017-03-11","","0","Job_Completed"
"8057","2017-03-09","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 09-03-17","compressive strength of concrete cube","2017-03-09","","0","Job_Completed"
"8056","2017-03-09","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 09-03-2017","compressive strength of concrete cube","2017-03-09","","0","Job_Completed"
"8055","2017-03-09","HAH-01","HAMAD AL HAMAD","NDT/25428/01","PWHT","2017-06-10","","0","Job_Completed"
"8054","2017-03-09","HAH-01","HAMAD AL HAMAD","NDT/25832/01","PWHT","2017-02-21","","0","Job_Completed"
"8053","2017-03-09","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","DATED 16-02-2017","FDT FOR FEB","2017-02-28","","0","Job_Completed"
"8052","2017-03-09","HAH-01","HAMAD AL HAMAD","NDE-25887-01","PWHT & UT","2017-03-11","","0","Job_Completed"
"8051","2017-03-09","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 09-03-17","COMPRESSIVE STRENGTH OF SOLID BLOCKS","2017-03-09","","0","Job_Completed"
"8050","2017-03-09","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 09-03-17","SIEVE ANALYSIS PROCTOR VALUE ORGANIC CONTENT,","2017-03-18","","0","Job_Completed"
"8049","2017-03-09","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 09-03-2017","compressive strength of concrete cube","2017-03-09","","0","Job_Completed"
"8048","2017-03-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 09-03-2017","compressive strength of concrete cube","2017-03-09","","0","Job_Completed"
"8047","2017-03-09","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 09-03-2017","compressive strength of concrete cube","2017-03-09","","0","Job_Completed"
"8046","2017-03-08","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 08-03-17","compressive strength of concrete cube","2017-03-08","","0","Job_Completed"
"8045","2017-03-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 08-03-2017","CUBE TEST FOR CHLORIDES AND SULPHATES","2017-03-30","","0","Job_Completed"
"8044","2017-03-08","Riham","Riham General Trading and Contracting (W.L.L)","Email approval of our offer, ATS/RGTC/035/17","TPI","2017-03-14","","0","Job_Completed"
"8043","2017-03-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 08-03-2017","compressive strength of concrete cube","2017-03-08","","0","Job_Completed"
"8042","2017-03-08","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 08-03-17","compressive strength of concrete cube","2017-03-08","","0","Job_Completed"
"8041","2017-03-08","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 08-03-17","compressive strength of concrete cube","2017-03-08","","0","Job_Completed"
"8040","2017-03-08","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 08-03-2017","compressive strength of concrete cube","2017-03-08","","0","Job_Completed"
"8039","2017-03-08","GS Engineering","GS Engineering and Construction","XXXXX","TPI & Calibration","","","0","Ongoing"
"8038","2017-03-07","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 07-03-17","compressive strength of concrete cube","2017-03-07","","0","Job_Completed"
"8037","2017-03-07","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","request dated 07-03-2016","soil classification, sieve, proctor, atterber","2017-03-27","","0","Job_Completed"
"8036","2017-03-07","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 07-03-17","compressive strength of concrete cube","2017-03-07","","0","Job_Completed"
"8035","2017-03-07","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 07-03-17","compressive strength of concrete cube","2017-03-07","","0","Job_Completed"
"8034","2017-03-07","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 07-03-2017","compressive strength of concrete cube","2017-03-07","","0","Job_Completed"
"8033","2017-03-07","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 07-03-17","compressive strength of concrete cube","2017-03-07","","0","Job_Completed"
"8032","2017-03-07","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 07-03-17","compressive strength of concrete cube","2017-03-07","","0","Job_Completed"
"8031","2017-03-06","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 06-03-17","COMPRESSION STRENGTH OF CUBE","2017-03-06","","0","Job_Completed"
"8030","2017-03-06","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 06-03-17","COMPRESSION STRENGTH OF CUBE","2017-03-06","","0","Job_Completed"
"8029","2017-03-06","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA-20 06-03-17","COMPRESSION STRENGTH OF CUBE","2017-03-06","","0","Job_Completed"
"8028","2017-03-06","AGI-ZOR/ALG/ATS/SA-006/2016","Alghanim International General Trading and Co","ALG-ZOR 06-03-17","SIEVE ANALYSIS,ATTERBERG LIMIT,PROCTOR DENSIT","2017-03-09","","0","Job_Completed"
"8027","2017-03-06","Burgan Drilling","Burgan Co. for Well Drilling, Trading  and Ma","PO  035298-1","WPS, PQR & WQT","","","0","Ongoing"
"8026","2017-03-06","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 06-03-17","COMPRESSION STRENGTH OF CUBE","2017-03-06","","0","Job_Completed"
"8025","2017-03-06","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 06-03-17","COMPRESSION STRENGTH OF CUBE","2017-03-06","","0","Job_Completed"
"8024","2017-03-06","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 06-03-17","COMPRESSION STRENGTH OF CUBE","2017-03-06","","0","Job_Completed"
"8023","2017-03-05","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC 29 05-03-17","compressive strength of concrete cube","2017-03-05","","0","Job_Completed"
"8022","2017-03-05","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","DATED 22-2-17","WATER ABSORPTION TEST","2017-02-28","","0","Job_Completed"
"8021","2017-03-05","Inco Lab -01","INCO LAB","INCO-LAB Test Request Form","Tensile & Bend","2017-03-06","","0","Job_Completed"
"8020","2017-03-05","HAH-01","HAMAD AL HAMAD","NDT/25428/03","PWHT","2017-02-26","","0","Job_Completed"
"8019","2017-03-05","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 05-03-17","CSC","2017-03-05","","0","Job_Completed"
"8018","2017-03-05","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 05-03-2017","compressive strength of concrete cube","2017-03-05","","0","Job_Completed"
"8017","2017-03-05","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","p-247 05-03-17","compressive strength of concrete cube","2017-03-05","","0","Job_Completed"
"8016","2017-03-04","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 04-03-17","compressive strength of concrete cube","2017-03-04","","0","Job_Completed"
"8015","2017-03-04","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 04-03-17","CSC","2017-03-04","","0","Job_Completed"
"8014","2017-03-04","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 04-03-17","CSC","2017-03-04","","0","Job_Completed"
"8013","2017-03-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P250 04-03-17","compressive strength of concrete cube","2017-03-04","","0","Job_Completed"
"8012","2017-03-04","HAH-01","HAMAD AL HAMAD","Email dt. 28-02-17","Calibration of Welding machines","2017-03-02","","0","Job_Completed"
"8011","2017-03-04","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 04-03-17","csc","2017-03-04","","0","Job_Completed"
"8010","2017-03-02","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 02-03-17","COMPRESSION STRENGTH OF CUBE","2017-03-02","","0","Job_Completed"
"8009","2017-03-02","HEISCO SC16420000/B/004 -GC29","Heavy Engineering Industries & Shipbuilding C","GC-29 27-02-17","compressive strength of concrete cube","2017-03-02","","0","Job_Completed"
"8008","2017-03-02","HAH-01","HAMAD AL HAMAD","Verbal","PWHT","2017-02-17","","0","Job_Completed"
"8007","2017-03-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 02-03-17","CSC GROUT","2017-02-28","","0","Job_Completed"
"8006","2017-03-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG SOIL 02-03-17","SIEVE ANALAYSIS","2017-02-27","","0","Job_Completed"
"8005","2017-03-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-244 SOIL 02-03-2017","SIEVE ANALYSIS CHLORIDE & SULPHIDE","2017-03-05","","0","Job_Completed"
"8004","2017-03-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-250 02-03-2017","compressive strength of concrete cube","2017-03-02","","0","Job_Completed"
"8003","2017-03-02","HEISCO SC16420000/B/004 -GC30","Heavy Engineering Industries & Shipbuilding C","GC-30 02-03-17","compressive strength of concrete cube","2017-03-02","","0","Job_Completed"
"8002","2017-03-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 02-03-17","compressive strength of concrete cube","2017-03-02","","0","Job_Completed"
"8001","2017-03-02","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 02-03-17","compressive strength of concrete cube","2017-03-02","","0","Job_Completed"
"8000","2017-03-02","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 02-03-2017","compressive strength of concrete cube","2017-03-01","","0","Job_Completed"
"7999","2017-03-01","HEISCO SC16420000/B/004 -KNPC MAA","Heavy Engineering Industries & Shipbuilding C","MAA 01-03-17","compressive strength of concrete cube","2017-03-01","","0","Job_Completed"
"7998","2017-03-01","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","email dated 020-02-2017","gatch gravel mix properties as per attached d","2017-03-01","","0","Job_Completed"
"7997","2017-03-01","CGCDATED 28/05/2016","Combined Group Contracting Co.(K.S.C)","email dated 15-02-2017","soil properties as per attached docment","2017-02-28","","0","Job_Completed"
"7996","2017-03-01","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P 247-01-03-2017","compressive strength of concrete cube","2017-03-01","","0","Job_Completed"
"7995","2017-03-01","NBTC JI-2031/003-002 (NBTC PROJECT NO P250)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P250 01-03-2017","compressive strength of concrete cube","2017-03-01","","0","Job_Completed"
"7994","2017-03-01","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 07-02-2017","compressive strength of concrete cube","2017-03-01","","0","Job_Completed"
"7993","2017-02-28","Al Khalid Dewatering","Al Khalid Dewatering  and Shoring Co","E-mail dt. 27-02-17","PQR Qualification","2017-03-01","","0","Job_Completed"
"7992","2017-02-28","NCC-01","NATIONAL CONTRACTING COMPANY","Verbal","Flexibility test","2017-02-28","","0","Job_Completed"
"7991","2017-02-28","AGI-LFHO/2070/SO-160 DATED 22ND APRIL 2016","ALGHANIM INTERNATIONAL GENERAL TRADING & CONT","ALG 28-02-17","COMPRESSIVE STRENGTH OF CUBE CONCRETE","2017-02-28","","0","Job_Completed"
"7990","2017-02-28","NBTC JI-2031/003-002 (NBTC PROJECT NO P247)","NASSER M.AL-BADDAH AND PARTNER GENERAL TRADIN","P-247 28-02-17","compressive strength of concrete cube","2017-02-28","","0","Job_Completed"
